Review,Condition,Rating,Sentiment
"Taro-Clindamycin/Benzoyl Peroxide Gel has changed my skin! I never really struggled that bad with acne, I started getting some pimples in grade 6 and I am now 18 and before I started using this I would have a few cystic pimples on my chin, I hated the feeling of them and I hated how they were so noticeable on my face, they really made me feel insecure. So one day my friend told me about this product and I started using it on Halloween day, it&#039;s now January 3 and I have not one pimple on my face and I haven&#039;t had one since I started using it! I had to ask my doctor for it and I&#039;m so happy my friend recommended it to me. It does dry out your skin a little bit but you adjust to the cream and it&#039;s so worth it!! I totally recommend this",Acne,9.0,Positive
"I took it for 5 months under prescription because of work related anxiety and developing sleeping disorder. The side effects: low mental capacity, low will power, emotionally dead, no libido, and memory and concentration impairment, and really feeling down.  My psychiatrist insisted that the side effects are actually manifestations of my anxiety. But my mental and emotional health were going down. &quot;It will work eventually&quot; he said on our last meeting. One day l  crashed my car against a wall. I stopped immediately the medication, went through one week or so of withdrawal hell. I quit my job, went on a holiday and never took a pill again. It took me two years to restore my abilities, partly because of anxiety, but mostly of Zoloft.",Social Anxiety Disorde,1.0,Negative
Abdominal cramps with diarrhea and nausea.  Will tough it out this time but if I get another infection will definitely ask for a different antibiotic.,Bladder Infection,5.0,Neutral
"My pharmacy switched me from Tri-lo sprintec to this because it was free on my insurance. I am on month 3. For me, the positives are that I&#039;ve lost the weight I gained on tri-lo sprintec and I am no longer bloated all the time. However my mood, which was even and calm before, changed immediately on this pill. My mood changes in an instant and I&#039;ve had several breakdowns and severe anxiety which almost never happens to me. I am also starting to experience hair thinning and inflamed pimples all over my chin and cheek area which was never an issue before, not since I took accutane. I am switching after this pack to brand name ortho tri cyclen lo with the hopes that my skin clears back up and my mood stabilizes.",Birth Control,3.0,Negative
"Highly negative experience. Was treated for migraines with this medication, however I ended up with severe depression and suicidal behaviours. It became so bad I could not be left in our house alone. I had muscle atrophy and injured myself just from trying to walk. One broken foot and 3 back injuries. Worst medication I have ever taken; it almost killed me.",ibromyalgia,1.0,Negative
"I have been on Beyaz for several years (3+). When I first started using the pill, I experienced frequent nausea for almost a year. I gradually switched time of dosage to the evening upon recommendation from my obgyn. The nauesa did clear up. I virtually have no acne. Within the first few years, I did have lighter periods 
(3-5 day bleeding with minimal cramping). However, in my fourth year of being on this pill, I have been getting my period for only a day. Most times I skip a period entirely. This is due to the thin uterine lining. I did however, develop severe mood swings and panic attacks, which I suffer from daily. I also have had some hair thinning and some weight gain. Loss of libido at first, but it did return after the 1st year.",Birth Control,6.0,Neutral
"I&#039;ve been suffering from nausea/vomiting due to my pregnancy. At the Emergency Hospital I was prescribed to take Reglan 10mg.  Bought the medicine and afraid to take it, took me two weeks to finally try them due to horrible reviews I read online. This medicine stopped my vomiting and to my surprise never had any side effect on me.",Nausea/Vomiting,10.0,Positive
"I&#039;ve been taking this birth control for about 7 months now. When I first started I noticed that my sex drive dropped A LOT. Every now and then I get emotional/angry over little things. This pill didn&#039;t make me gain/lose weight and it cleared my skin up but every now and then I&#039;d get a pimple before my period. the periods lasted 4-5days no change in that. BUT the most upsetting thing was my hair got thinner! Maybe to others it&#039;s probably not a big deal but if you love your hair as much as I do, it&#039;s a problem. Believe me I never wanna be bald. After I finish my current pack I&#039;m getting off this pill for good.",,4.0,Negative
"I have had depression from age 12 and am now 40. I have used all SSRI&#039;s, Welbutrin, Effexor, etc., but would have to quit each one due to various side effects. Buspar &amp; Xanax helped but weren&#039;t strong enough. I was fed up! So I quit all depression medicines for 3yrs (not advisable!). I became more depressed than I had ever been in my life. I went back to a doctor and he put me on Viibryd. I was sceptical! But he explained how it was different. So I tried it. I used the gradual dose increase and I had bad nausea but it did eventually pass as long as I took it with a high protein breakfast. That was my only side effect. I have been on it for over a year and have never felt this well! I do get withdrawal symptoms if I miss a dose but to me it&#039;s still worth it!",Depression,10.0,Positive
"I love this once a day use and have been sick less since on this medicine. I love it, have not had to use my rescue inhaler as much and in 2 years only 2 ER visits and only a couple of attacks instead of weekly.","Asthma, Maintenance",10.0,Positive
"I bought this gel a few years ago and stopped using it as it wasn&#039;t that effective on my skin. However recently I started applying this along with a few other products and it was great. For me, I find it most effective when I apply it twice a day on the painful cystic pimple (normally on my nose). I wash the acne prone areas on my face with a wash that has salicylic acid 2%, then use a toner with witch hazel or a cotton pad soaked with pure green tea. I apply retinoid, let it sink in and then I apply Epiduo on those areas. I think it&#039;s important to use it as spot treatment if you&#039;re overly sensitive like me. If you&#039;re feeling dry I apply a cream with hydrocortisone over it at the end. My pimple bump disappeared in two days.",Acne,7.0,Neutral
